,angle_R1X1R2,f_to_fg,f_atom_fraction,PPSA5,nARing,angle_R2X2R1,nFaHRing,distance_between_atoms_in_f_group_centers,nFARing,mol_num_cycles,f_freedom,identificator,mol_volume,nO,WPSA5,nFAHRing,dihedral_angle,RPCS,FPSA3,PNSA5,nAHRing,avg_atoms_in_cycle,angle_X1X2R2,nFaRing,naRing,nFHRing,nHRing,PBF,nFRing,TASA,dipole_moment,chirality,mol_weight,nN,tpsa+f,naHRing,nC,GeomShapeIndex,cis/trans,angle_X2X1R1,logP
74,,0.0,0.0,14.819705204507573,2,,0,,1,3,1,2,208.77,1,6.13144028138302,1,,25.524372180943537,0.0323422956249519,-10.970003158863191,1,4.67,,0,1,1,1,0.7349818347069654,1,380.0003118822348,0.5334324601415322,0,111.19,1,20.31,0,14,0.8526502580979894,0,,1.88
75,,0.0,0.0,14.632691996420515,2,,0,,1,3,1,2,223.99,1,6.257965624430451,1,,22.600104845891828,0.0308733142053138,-10.42119687706359,1,4.67,,0,1,1,1,0.7363705437310873,1,403.67130298925474,0.5246214272397556,0,125.22,1,20.31,0,15,0.872472740908165,0,,2.41
76,93.816180013354,4.0,0.25,15.359899723989589,2,99.40763226745982,0,2.094947126185174,1,3,0,2,235.5,1,6.844521506749366,1,0.882430185037632,37.67946830677173,0.0298342372043276,-20.67334055185208,1,5.0,111.94548019767456,0,1,1,1,0.6131019733894907,1,339.9226112539146,0.8038899654595544,0,161.2,1,50.756152451331815,0,15,0.7327442097091776,0,106.60495046185896,1.59
77,92.87643476064903,6.0,0.5,16.06782901027181,2,98.89788604230266,0,1.3952558588217494,1,3,0,2,245.37,1,7.260583347573593,1,0.8120884828273304,0.0,0.0264952877139195,-34.004314397599195,1,5.0,111.55802232927324,0,1,1,1,0.587904906281487,1,301.5981553144782,0.4546696401780716,0,197.18,1,80.52351869512496,0,15,0.7170689058130638,0,105.712593770623,1.84
78,171.30957908985232,2.0,0.25,16.202946843115654,2,152.19392272560677,0,0.7946407334690833,1,3,0,2,233.7,1,7.11110215307727,1,179.98334100742173,0.0,0.0286413638422547,-20.30109763271612,1,5.0,148.93824805168435,0,1,1,1,0.6301348836122136,1,350.1784363417569,0.5577589233684686,0,161.2,1,50.019998686147446,0,15,0.7143353296438797,0,164.57035741805132,2.18
79,,0.0,0.0,15.294260212474756,2,,0,,1,3,1,2,223.8,1,6.594604342129215,1,,24.06883714950572,0.0322493682490524,-10.494116060115063,1,5.0,,0,1,1,1,0.8059408281772312,1,397.9305709300154,0.5020807944557942,0,125.22,1,20.31,0,15,0.7740619373289965,0,,2.36
80,172.01240197855358,2.0,0.2857142857142857,17.437767203971532,2,151.75551762080244,0,1.6179544460403728,1,3,0,2,226.16,2,7.543171337980949,1,178.3696242330763,0.0,0.0339119959899692,-30.939016412589183,2,5.0,148.62786704819152,0,1,1,2,0.7201418135283945,1,316.4632228821225,0.4383507020777777,0,163.17,1,60.71570658338148,0,14,0.8324950056446185,0,165.1762805424726,1.19
81,,0.0,0.0,15.70881207914239,2,,0,,1,3,1,2,217.0,2,6.649313671978401,1,,36.93156248915376,0.0389661361658817,-18.051759426652666,2,5.0,,0,1,1,2,0.6153683710451527,1,370.0994277672031,0.7063528645938332,0,127.19,1,29.540000000000003,0,14,0.8509540050015717,0,,0.84
82,,0.0,0.0,15.804222894863392,2,,0,,1,3,1,2,243.02,3,7.287444639028267,1,,39.9548943715853,0.0311485197451349,-22.557790387914157,2,5.0,,0,1,1,2,0.6534338381987873,1,342.8056493571879,0.9702890683370252,0,175.25,1,54.45,0,14,0.8270146920048441,0,,-0.34
83,170.1523820386918,2.0,0.2857142857142857,16.887892144828193,2,154.0856146742847,0,2.556755881340888,1,3,0,2,248.52,3,7.798483932887732,1,178.4930970157715,0.0,0.0290933203955809,-35.52047951664355,2,5.0,150.70441486645703,0,1,1,2,0.5928728891823312,1,306.51747643068387,0.5819643448215192,0,211.23,1,84.71247519880588,0,14,0.7988032117473547,0,163.78161521718957,0.2
84,177.83666081647013,2.0,0.2857142857142857,15.41047696944332,2,148.6372368621506,0,1.799057145818903,1,3,0,2,218.75,1,6.589562574504167,1,178.9107216735429,0.0,0.0294363255869448,-23.12951560957213,1,4.67,146.70539603253215,0,1,1,1,0.5650621202857007,1,327.4835513465426,0.586483744063026,0,147.17,1,52.53646262908679,0,14,0.8972181385923496,0,170.81000965832908,2.09
85,,0.0,0.0,14.74031383301627,2,,0,,1,3,1,2,208.28,1,6.105338521235588,1,,27.76421221307772,0.0328184332064044,-11.44428367131392,1,4.67,,0,1,1,1,0.5892973255504724,1,378.801319850319,0.5042759496765574,0,111.19,1,20.31,0,14,0.8504782224897488,0,,2.31
86,162.0936718146357,2.0,0.4,14.824030395928574,1,160.6796823337528,0,0.8479642122868725,0,2,0,2,196.7,1,5.9420553669059775,0,179.52888120749458,30.417163371698106,0.0302753678441973,-25.173618241133067,1,6.0,155.72904717029203,0,1,0,1,0.5323024541250483,0,293.85250700463814,0.523822002880429,0,121.13,1,52.07084977281577,0,12,0.7828649862972562,0,156.77657756808702,1.51
87,,0.0,0.0,13.97636145034818,1,,0,,0,2,1,2,155.85,1,4.94563307182541,0,,31.87904479592171,0.0372278138699765,-14.01370352259164,1,5.0,,0,1,0,1,0.2465359320824603,0,308.84997377441255,0.5396180255699825,0,57.1,1,20.31,0,10,0.765231646292775,0,,1.13
88,178.6477600798977,1.0,0.3333333333333333,15.765229002108295,1,145.22219628787627,0,2.540963399742641,0,2,1,2,161.3,1,5.720404587517395,0,179.65566268735296,35.88266911290913,0.0392792160510147,-21.665803237330906,1,5.0,140.6008925925563,0,1,0,1,0.3362317186827188,0,276.685817213554,0.509415241176304,0,75.09,1,37.67345970916575,0,10,0.8172022105698203,0,165.91472353900394,0.94
89,167.1189338911339,1.0,0.6666666666666666,16.413006891227514,1,167.20231675348478,0,2.2825078802205594,0,2,0,2,166.82,1,6.11199796367488,0,2.5707012976842845,2.799054362588367,0.0339613165241161,-27.643760794967932,1,5.0,170.5254773617298,0,1,0,1,0.2707254546089065,0,243.40705897742885,0.4969689630314515,0,93.08,1,54.22833618039884,0,10,0.8071828979601646,0,169.77045490679805,1.34
90,,0.0,0.0,14.231520909635751,1,,0,,0,2,1,2,170.88,1,5.295375533562202,0,,30.413279848195486,0.0355932081831423,-12.77925136916378,1,5.5,,0,1,0,1,0.308923345573396,0,332.4453749173496,0.5268929569613229,0,71.12,1,20.31,0,11,0.7955084432431401,0,,1.19
91,146.392681701349,2.0,0.25,15.28330245522357,1,102.84456485648388,0,2.1314224847911696,0,2,1,2,176.47,1,5.773436665139516,0,81.37199633716857,35.16436860357683,0.0369787191887518,-18.82828522742503,1,5.5,103.57794092827886,0,1,0,1,0.3502296320098838,0,301.25825858817785,0.5809932034757082,0,89.11,1,36.55870784229758,0,11,0.7953906942785594,0,162.14535093347348,0.91
92,158.13904459340074,2.0,0.5,15.58856847637467,1,152.1303920196023,0,1.1477317856315286,0,2,0,2,181.44,1,6.0185226442530535,0,48.76935051158552,0.2295598176991527,0.0320300861389501,-26.11256907500033,1,5.5,155.27666022448005,0,1,0,1,0.3606121799814865,0,271.0747065789029,0.7133167653701952,0,107.1,1,53.2891864617838,0,11,0.8554036338176498,0,162.67989127889987,1.35
93,160.27391867816468,4.0,0.5,16.444204639402074,1,117.97743362844513,0,1.012969837408931,0,2,1,2,181.48,1,6.343064751223361,0,161.5872207255391,41.61846963838536,0.0366850870491699,-27.665319157330973,1,5.5,117.78855892310447,0,1,0,1,0.3655082047379973,0,268.41644721760485,0.5148841501746229,2,107.1,1,53.495514789308906,0,11,0.856467573581815,1,179.26826538386524,1.01
94,178.7890194524968,4.0,0.5,15.85527020979198,1,178.49830758282135,0,2.435910156519598,0,2,1,2,181.78,1,6.147017282195579,0,73.98194937269626,45.193062122663854,0.0353390772633149,-29.07660972330805,1,5.5,178.61792300027489,0,1,0,1,0.3457512574701014,0,262.19636416662064,0.4579362621692507,2,107.1,1,52.86091298802274,0,11,0.8425780855968653,2,178.82102291027343,1.08
95,116.48397642140267,2.0,0.2,14.936670404977631,1,88.92546149216803,0,2.419991191176265,0,2,1,2,191.03,1,5.930755694287321,0,40.69252649123029,36.45705466580066,0.0335897018644762,-18.68231993911002,1,6.0,96.06637324712295,0,1,0,1,0.5060535447614386,0,317.11187081131084,0.6474169250177267,0,103.14,1,35.50914175904215,0,12,0.8226738472632601,0,139.09704202118078,1.26
96,130.6244379384362,2.0,0.4,15.918824256564012,1,131.74006756843085,0,1.0475658049697776,0,2,0,2,196.48,1,6.43416486938041,0,1.3134551639295138,0.0,0.0308995872453667,-23.31329215191192,1,6.0,140.93969271183596,0,1,0,1,0.4841730540443571,0,298.3180916795296,0.8452386587467534,0,121.13,1,52.118216831818366,0,12,0.8479872283256139,0,139.87497443037978,1.65
97,161.1029949973734,4.0,0.4,15.464806566930132,1,145.5779694716486,0,1.4090039515749675,0,2,1,2,196.78,1,6.274925070386636,0,179.72249631428926,38.22762263697096,0.0341748296866943,-27.706223407627043,1,6.0,137.64094470759125,0,1,0,1,0.5049563545478033,0,291.546632077528,0.5177093605318307,2,121.13,1,51.84967275568116,0,12,0.8402429056176276,1,149.84743527201263,0.58
98,140.50296150912263,4.0,0.4,15.879445184174434,1,113.74230824698746,0,2.1389597663165483,0,2,1,2,196.71,1,6.36442179519882,0,51.88234772002861,29.247979735669052,0.0346881940884452,-26.02618693346747,1,6.0,118.5502339882692,0,1,0,1,0.4734406023216008,0,298.9162971351251,0.2825966649666864,2,121.13,1,51.16650018586749,0,12,0.8570989337192644,2,151.15085289959853,1.35
99,179.1812010296136,2.0,0.2,14.452149623840516,1,106.62427919525358,0,4.147455945407109,0,2,1,2,191.74,1,5.727073436028876,0,179.7298732744969,30.89687830449408,0.033420194927381,-17.9768311069217,1,6.0,101.58551657041416,0,1,0,1,0.5018997871436601,0,316.45486496739466,0.6161536509949491,0,103.14,1,35.93257982760818,0,12,0.8493628029037802,0,156.25926202516433,1.31
100,138.94194918922295,4.0,0.4,15.848675931264196,1,117.13117924746356,0,1.3083841189547345,0,2,1,2,196.1,1,6.414841708637292,0,37.8357410000296,43.606269499373134,0.0343668526150251,-25.582408707915224,1,6.0,121.99729938306314,0,1,0,1,0.4789206053596192,0,291.31531449638334,0.6924878695262189,2,121.13,1,52.23278733454952,0,12,0.8482714536447291,1,153.26121337738834,1.15
101,150.99204015118434,4.0,0.4,15.889777210163848,1,163.213339734644,0,1.7744149505957163,0,2,1,2,196.57,1,6.436360951384667,0,48.59437849166907,44.63229936994663,0.0341938842175546,-25.546604071266746,1,6.0,168.27980996930873,0,1,0,1,0.426732583666993,0,287.8432400616131,0.493894328476966,2,121.13,1,52.96663202648828,0,12,0.8420129807944428,2,151.26793978292818,1.26
102,,1.0,0.6,18.734289564934933,1,,0,,0,2,0,1,203.18,1,7.76824597654304,0,,0.1708595252683724,0.0256268096564296,-24.350633778419343,0,5.0,,0,1,0,0,0.6560399552084799,0,390.52175567908574,0.6961255562211047,0,139.12,1,79.32378211370033,0,12,0.9312452315342432,0,,2.51
103,,1.0,0.4,18.64590921578341,1,,0,,0,2,1,1,198.24,1,7.576661963551538,0,,6.626311745669798,0.0328258682984576,-21.21670713157963,0,5.0,,0,1,0,0,0.6374382726709933,0,321.82357149283564,0.5551428573629652,0,121.13,1,60.86928204822169,0,12,0.92928819701587,0,,2.48
104,,1.0,0.2,16.233658116562804,1,,0,,0,2,1,1,193.49,1,6.536527609598988,0,,23.01245504060135,0.0324163906612413,-19.153767886352774,0,5.0,,0,1,0,0,0.7681055475837005,0,337.35891923955216,0.2673831179923594,0,103.14,1,44.16886412923626,0,12,0.8013544393630779,0,,2.03
105,,0.0,0.0,15.370613609796962,1,,0,,0,2,1,1,171.96,1,5.934840296551566,0,,34.85967409211952,0.034156908175827,-14.69488979338373,0,5.0,,0,1,0,0,0.3524458968407972,0,342.662999418465,0.4449715898742774,0,71.12,1,29.1,0,11,0.9014934168682428,0,,1.95
106,166.9490450536144,2.0,0.6,16.995119070511944,1,128.98829091046085,0,4.947577496533261,0,2,0,1,204.15,1,7.348671064838085,0,178.91813803134403,1.231374296104788,0.0281009410878546,-28.443627036430204,0,5.0,112.96613254310412,0,1,0,0,0.4261463850227405,0,389.723377919937,0.8040085509651496,0,139.12,1,79.30123208522214,0,12,0.8921588318008818,2,140.1154947965935,2.82
107,86.21933887766245,2.0,0.6,17.191361464542354,1,89.35363127626135,0,2.265901368261489,0,2,0,1,204.46,1,7.537790199540468,0,1.4320851462506197,0.3518212274585108,0.0280915763499341,-28.902273735090773,0,5.0,116.11310175734104,0,1,0,0,0.3891635486906062,0,393.6455066429418,0.2448911234267581,0,139.12,1,78.7060957302385,0,12,0.8928045603827249,1,111.7764818171921,2.62
108,166.8949741102924,2.0,0.4,17.022014251770443,1,129.2439943763414,0,5.019628636723554,0,2,1,1,198.67,1,7.247900659184945,0,179.20778261142712,43.25591095528913,0.0337842292254258,-25.249967392437597,0,5.0,113.2020011130789,0,1,0,0,0.4221346209048283,0,305.8785630139433,0.5756011750911654,0,121.13,1,61.21327780769701,0,12,0.7850650628397676,2,140.08343016543347,1.97
109,85.89832662523405,2.0,0.4,17.413158306996184,1,89.47691914516717,0,2.584797189448244,0,2,1,1,199.14,1,7.338642022322395,0,0.6092584358451679,46.2257197671448,0.034079921767329,-24.06697083494131,0,5.0,116.36775073247608,0,1,0,0,0.4110009223391643,0,308.64825304424545,0.3336402628415084,0,121.13,1,61.01309953742946,0,12,0.7128271793837183,1,111.43304206481598,1.98
110,168.8136405983117,2.0,0.2,16.874790623894988,1,126.78298402641542,0,4.948170124843709,0,2,1,1,194.28,1,7.1123936813121205,0,179.97064804098963,42.84273762694435,0.0351163728268886,-19.021457521438503,0,5.0,111.13998399704666,0,1,0,0,0.3832314458696184,0,335.4846076976252,0.4163036469001362,0,103.14,1,45.84859147970107,0,12,0.768781279824552,2,141.13372539543616,1.78
111,85.43924765255015,2.0,0.2,16.637468160947982,1,89.34879207425504,0,1.0371592371519474,0,2,1,1,193.96,1,7.017484356468684,0,0.4783974980620959,40.55168213887246,0.0350626427265399,-19.443836207104884,0,5.0,116.41086717012216,0,1,0,0,0.3859277400742014,0,330.88809874673206,0.611035769510748,0,103.14,1,45.77172872059203,0,12,0.8674494805585333,1,111.0071348777515,1.77
112,124.5001452534137,2.0,0.5,17.75720910257114,1,117.96718400882916,0,1.1850333626843257,0,2,0,2,217.22,1,7.562637082279614,0,104.567925534941,0.0,0.0267939432921555,-22.994162237533736,1,6.0,114.65860559603009,0,1,0,1,0.4859700924800365,0,406.7596581842382,0.7438794672233934,0,153.15,1,67.1086486590093,0,13,0.8365981817548114,0,122.59651693137396,2.54
113,122.64859846504548,2.0,0.3333333333333333,17.50977935903021,1,116.19298605388794,0,1.5061653471356828,0,2,1,2,211.4,1,7.342720697793631,0,101.55844638952765,7.100733252472966,0.0328752419927574,-20.12776057842576,1,6.0,113.8037743798488,0,1,0,1,0.4980159798458888,0,327.671358606898,0.6221987660024337,0,135.16,1,52.978425625849454,0,13,0.851762029017147,0,122.42005588206288,2.04
114,122.78108177442417,2.0,0.1666666666666666,15.402667940089769,1,115.65263473980602,0,1.1357348829008431,0,2,1,2,208.48,1,6.366940580660143,0,102.19027476991025,18.854669205664003,0.0316520376842286,-17.56314912317634,1,6.0,112.99905653158416,0,1,0,1,0.7909681376652113,0,339.8216033962183,0.2857164861381652,0,117.17,1,33.58178125821512,0,13,0.7593341182473896,0,122.24535246841177,2.0
115,,0.0,0.0,13.829488774449556,1,,0,,0,2,1,2,186.26,1,5.298127115369844,0,,19.44827660861744,0.032445438722891,-12.51279808167565,1,6.0,,0,1,0,1,0.5465622132527357,0,349.0517894364413,0.4966728419700285,0,85.15,1,20.31,0,12,0.7606330300458689,0,,1.39
116,101.65850063289216,2.0,0.6,17.292004109268856,1,103.48984249432128,0,1.198593037507251,0,2,0,2,202.46,1,7.031908825573008,0,50.53267391068521,0.3334482103619106,0.0270644522037444,-24.332703544182607,1,5.5,116.423928279211,0,1,0,1,0.5958157463709893,0,378.2526070158896,0.8800699735886616,0,139.12,1,69.5180312120778,0,12,0.7964878737115648,0,124.88360455919818,2.12
117,99.79828757439402,2.0,0.4,16.560730487893412,1,101.67105233240024,0,2.1179124271506566,0,2,1,2,197.55,1,6.646141967716886,0,46.50893750264408,5.715031296036955,0.0318010665452569,-22.44176556725894,1,5.5,115.57295297882752,0,1,0,1,0.5504251088054097,0,297.3401910742677,0.6901307248426488,0,121.13,1,52.38555356583389,0,12,0.765592970111376,0,124.72963538877728,1.88
118,100.24461410847444,2.0,0.2,15.41681647043879,1,101.044434412895,0,1.5198757223299824,0,2,1,2,191.66,1,6.077753081299274,0,49.62495964934652,30.979311860955264,0.0346339729083458,-17.885404928940382,1,5.5,114.22719630119808,0,1,0,1,0.4708229398432176,0,325.9191217842021,0.4674375899686313,0,103.14,1,36.95169614842087,0,12,0.785130989956255,0,124.66393205367118,1.75
119,,0.0,0.0,14.231520909635751,1,,0,,0,2,1,2,170.88,1,5.295375533562202,0,,30.413279848195486,0.0355932081831423,-12.77925136916378,1,5.5,,0,1,0,1,0.308923345573396,0,332.4453749173496,0.5268929569613229,0,71.12,1,20.31,0,11,0.7955084432431401,0,,1.19
120,107.62076271810491,2.0,0.75,16.857813053336756,1,101.11186163585076,0,1.5868402191442204,0,2,0,2,188.15,1,6.624736302999465,0,44.39365565264945,0.4829330519094986,0.0280724849763455,-26.72300924536481,1,5.0,114.83204047029874,0,1,0,1,0.5344746536340275,0,350.7477875716806,0.8868796624474405,0,125.09,1,70.32111459561465,0,11,0.831081581930515,0,133.96553160960804,1.75
121,120.43853099989413,2.0,0.5,16.16901229642061,1,110.62391223927352,0,3.3197382374469173,0,2,1,2,182.9,1,6.302023633626379,0,79.45286592295811,7.778836503894934,0.0324666389498826,-25.12362469849409,1,5.0,115.28955001223883,0,1,0,1,0.5128700852022269,0,272.6906848094326,0.5311909881266424,0,107.1,1,53.94307949485288,0,11,0.8281206615866317,0,133.5564354187524,1.51
122,105.81754436057474,2.0,0.25,15.111608915435118,1,98.46644963001872,0,1.5303969237566952,0,2,1,2,177.64,1,5.743224742794583,0,41.87330635426157,35.460968064598994,0.0364797450472136,-19.892862279214427,1,5.0,112.69833564282573,0,1,0,1,0.4962375920977764,0,296.84562376129765,0.6713891782360344,0,89.11,1,34.45692116559361,0,11,0.8020695141553441,0,133.8722294025266,1.4
123,,0.0,0.0,13.97636145034818,1,,0,,0,2,1,2,155.85,1,4.94563307182541,0,,31.87904479592171,0.0372278138699765,-14.01370352259164,1,5.0,,0,1,0,1,0.2465359320824603,0,308.84997377441255,0.5396180255699825,0,57.1,1,20.31,0,10,0.765231646292775,0,,1.13
124,,1.0,1.5,18.317604882367608,0,,0,,0,1,0,1,164.18,1,6.720573870606774,0,,0.3272257647227658,0.0331231047891795,-29.510343241998637,0,6.0,,0,1,0,0,0.3688946765020977,0,334.8166554436257,0.6600212977258462,0,99.06,1,79.44624149114348,0,9,0.8109684937161725,0,,1.76
125,,1.0,1.0,17.15245126252363,0,,0,,0,1,1,1,158.95,1,6.331250952821295,0,,9.020352500222227,0.0369986329089848,-29.22660888843628,0,6.0,,0,1,0,0,0.1950880587668601,0,236.67370163374548,0.5569299358351956,0,81.07,1,62.80134940506633,0,9,0.8409664724954604,0,,1.37
126,,1.0,0.5,16.41792569644962,0,,0,,0,1,1,1,153.58,1,5.8293519601861465,0,,33.30337629688746,0.0419583096826334,-22.39705741882813,0,6.0,,0,1,0,0,0.3727031952739651,0,270.32367419429823,0.1999411562541947,0,63.08,1,45.918509317252045,0,9,0.8018908429177004,0,,1.07
127,,0.0,0.0,15.15306658151408,0,,0,,0,1,1,1,131.53,1,4.79879443750061,0,,32.21311786261479,0.042221676044265,-15.126716660416095,0,6.0,,0,1,0,0,0.1149680673552827,0,268.03535088811657,0.4370529603191758,0,31.06,1,29.1,0,8,0.809843898960563,0,,1.03
128,134.2679541124859,2.0,0.5,15.701919019420597,1,141.11050012865616,0,1.2640913308268389,0,2,0,2,218.66,1,6.771398018109497,0,86.58850132306041,0.8875853314251463,0.0265106897016303,-26.895467233545748,1,6.0,142.80988126896852,0,1,0,1,0.6147686404328944,0,395.1625406832497,0.8369550021838315,0,153.15,1,66.82380215110814,0,13,0.8539029204327143,0,136.83113671841605,2.21
129,131.36987425663975,2.0,0.3333333333333333,16.124370354191683,1,142.3169632465204,0,1.407753096695045,0,2,1,2,213.27,1,6.886904688165268,0,89.35181709228682,42.19285197385732,0.0343627681760959,-23.114617338058626,1,6.0,143.8579168340294,0,1,0,1,0.4912532466006863,0,314.8096340353175,0.5459928754216802,0,135.16,1,52.90705884732676,0,13,0.8631908425816314,0,133.01704852378714,1.73
130,131.7143242877989,2.0,0.1666666666666666,14.722712728151484,1,142.95824372568543,0,1.186666387971654,0,2,1,2,208.04,1,6.216450664147905,0,90.29771290229012,33.49134610695085,0.0343441309560949,-19.19647552645346,1,6.0,144.342769220479,0,1,0,1,0.5441597817672718,0,343.28195216826737,0.4911402725353792,0,117.17,1,36.77934126418082,0,13,0.6979696347881992,0,133.11300076829838,1.52
131,153.67724305597912,2.0,0.6,15.904001926569778,1,142.7788295541136,0,4.586342142842921,0,2,0,2,202.48,1,6.5500568472420735,0,78.88745701460883,0.0,0.0270757370332288,-27.352509550209863,1,5.5,144.06882589121523,0,1,0,1,0.6276777527660603,0,375.7543316626389,0.7626185612188651,0,139.12,1,69.61008019806374,0,12,0.8171047752826107,0,160.00679829333876,1.7
132,154.03501429573674,2.0,0.4,16.112096714889294,1,141.9357201505081,0,1.4758224758959215,0,2,1,2,197.25,1,6.574718852245443,0,73.25123840129211,45.37694280208528,0.0357985851695465,-23.944972866450552,1,5.5,143.5151694608489,0,1,0,1,0.4998477697541602,0,299.86071691727113,0.3772584156633154,0,121.13,1,51.93322349785689,0,12,0.7888751677916586,0,161.75694055059088,1.4
133,139.23017522594384,2.0,0.2,14.959085715926962,1,103.74093893739162,0,1.780965516657805,0,2,1,2,192.9,1,6.044809068114092,0,64.49551151883624,36.88990315005948,0.0376180810447895,-19.31353038686096,1,5.5,106.06875723987902,0,1,0,1,0.4657511538189153,0,327.1006113593937,0.3207886332573465,0,103.14,1,34.98411166473391,0,12,0.8458848427951167,0,159.37674556648648,1.4
134,178.84173168126,2.0,0.75,16.091849157109692,1,145.68172411002848,0,2.459675289844118,0,2,0,2,188.56,1,6.527921957850998,0,179.78940511947667,0.5036375125764638,0.029014844651286,-31.146396721019627,1,5.0,140.62832938712987,0,1,0,1,0.4744190197759695,0,361.5925405839495,0.5305150667934693,0,125.09,1,69.66343781318113,0,11,0.8067966274039247,0,164.6846482074316,1.66
135,176.09716837987148,2.0,0.5,16.149654969586383,1,142.8120230976554,0,1.0802963844232605,0,2,1,2,182.94,1,6.420083861920043,0,179.99093585996908,46.68539278138818,0.0364210491635265,-27.39493932274689,1,5.0,138.38096573968048,0,1,0,1,0.3627887554485666,0,273.70051756537515,0.457123672752339,0,107.1,1,53.7897209151632,0,11,0.8114134841307677,0,166.49815394758366,1.4
136,177.31502851394688,2.0,0.25,15.022564079930602,1,144.56836782996473,0,0.8378370915250554,0,2,1,2,177.91,1,5.877952020454563,0,179.762270031424,40.87154147830288,0.0383568267350784,-22.0334332135276,1,5.0,139.9304625672054,0,1,0,1,0.3589649603571447,0,302.54205887247934,0.1301308357333629,0,89.11,1,37.0117230397737,0,11,0.838440714476795,0,165.87025452961944,0.93
137,,1.0,1.0,16.575783973392372,0,,0,,0,1,0,1,180.25,1,6.572276680549651,0,,0.8585172873339025,0.0314507324321239,-31.376040583935826,0,6.0,,0,1,0,0,0.4431224587755288,0,359.9973509455582,0.7595058529301744,0,113.08,1,78.1384318834428,0,10,0.9493564510574174,0,,1.93
138,,1.0,0.6666666666666666,16.513532345023126,0,,0,,0,1,1,1,175.74,1,6.50295523794062,0,,38.47659447129327,0.0371469070797959,-28.66918857028813,0,6.0,,0,1,0,0,0.4373259780103826,0,267.6227403036838,0.5568668874983042,0,95.09,1,61.00932123212724,0,10,0.9544051868028024,0,,1.49
139,,1.0,0.3333333333333333,16.502692425139905,0,,0,,0,1,1,1,170.04,1,6.2072968026523405,0,,21.26081665801121,0.0389423415558442,-19.283910317440736,0,6.0,,0,1,0,0,0.6577524942029993,0,301.2070786515208,0.3841858708748418,0,77.1,1,42.236890550339766,0,10,0.7636244151229155,0,,1.28
140,,0.0,0.0,14.847936452295755,0,,0,,0,1,1,1,147.26,1,5.051098582062837,0,,21.5555508854769,0.0381887236695073,-14.558388130804726,0,6.0,,0,1,0,0,0.3883726017416657,0,305.0583565939145,0.4393457960098127,0,45.09,1,29.1,0,9,0.7186736397697125,0,,1.31
141,179.53544935972403,2.0,0.5,15.862044389003216,1,114.50726010863646,0,1.2109227437574528,0,2,0,2,218.54,1,6.893549400605176,0,179.7235940369514,0.1752531959311784,0.0276010689682537,-26.14974493982153,1,6.0,109.72327158485284,0,1,0,1,0.5318949254074932,0,398.0176242657895,0.6432052230930955,0,153.15,1,68.68093774737672,0,13,0.742391108223451,0,156.92980682773393,2.2
142,148.52196949007617,2.0,0.3333333333333333,15.537079274639373,1,147.949308666752,0,4.8992656681128,0,2,1,2,213.43,1,6.601621616093609,0,0.1544006257142019,29.30326633742684,0.0323338269855992,-23.116421900763527,1,6.0,152.59155980825938,0,1,0,1,0.7014215742239264,0,309.9003915809896,0.2802933909916059,0,135.16,1,51.02183780404408,0,13,0.777824201907892,0,157.86489312499944,1.67
143,148.00618390635103,2.0,0.1666666666666666,15.23869146663129,1,147.44911520015916,0,5.38595690823445,0,2,1,2,208.42,1,6.369276931315206,0,0.2688357850535813,25.20365170097088,0.0343920619481081,-16.963874067597295,1,6.0,152.1758351762265,0,1,0,1,0.7469085297047581,0,340.03672137205217,0.1755058472005385,0,117.17,1,35.23801243185645,0,13,0.7505241377802172,0,157.496381260716,1.45
144,,1.0,0.25,17.107156624274406,0,,0,,0,1,1,1,187.22,1,7.12609307511018,0,,38.61057337675711,0.0379030927003405,-19.720951862121623,0,6.0,,0,1,0,0,0.2797709822979915,0,328.7214814282493,0.4647647342279863,0,91.13,1,45.31270677607913,0,11,0.9682348994092234,0,,1.56
145,,1.0,0.5,17.155481789616903,0,,0,,0,1,1,1,191.42,1,7.153187700515099,0,,40.5157869705318,0.0365434733887107,-25.693087851486432,0,6.0,,0,1,0,0,0.4730953556703921,0,298.5599795645946,0.8742839251082306,0,109.12,1,61.61639903972891,0,11,0.9085202589163726,0,,1.76
146,,1.0,0.75,16.836716473681044,0,,0,,0,1,0,1,197.38,1,7.266767659128152,0,,0.1757718775135329,0.0279367510110759,-30.717296081574624,0,6.0,,0,1,0,0,0.4773548796722916,0,387.5850958989498,0.2274176510155877,0,127.11,1,78.36677805929837,0,11,0.7846433658052854,0,,2.28
147,,0.0,0.0,15.30831167699656,0,,0,,0,1,1,1,165.1,1,5.783977462792882,0,,33.79414227462242,0.035149401512259,-15.090548712124532,0,6.0,,0,1,0,0,0.2296903836539888,0,331.99960307712894,0.4402090188254843,0,59.11,1,29.1,0,10,0.8567900148054269,0,,1.72
149,103.46702098930828,2.0,0.5,16.973195362662686,1,109.585572215888,0,2.8314788491025147,0,2,0,1,182.59,1,6.810523751536556,0,39.54322907831124,2.577844370765005,0.0299362191726804,-26.07976479257536,0,5.0,136.15305762084503,0,1,0,0,0.3394208627188417,0,283.21007919642807,0.2924500589684961,0,107.1,1,62.55442045743364,0,11,0.8973467363572539,0,115.03581747684768,1.7
